Title,Price,Bedrooms,Living Size(m²),Land Size(m²),Location,Timestamp
rumah aesthetic murah cicilan 2 jutaan dekat stasiun kereta promo dp 0,Rp 471.000.000,2,36,72,"Jalan stasiun citayam Citayam, Depok",2025-04-27T14:33:58.355992
rumah komplek cigending mas ujung berung kota bandung dekat alun-alun,Rp 365.000.000,3,60,60,"Cigending Ujung Berung, Bandung",2025-04-27T14:33:58.674507
dijual rumah kos ui dan rumah utama di depok,Rp 2.000.000.000,11,337,147,"Jl. Kober, Pondok Cina, Cipayung, Depok Pondok Cina, Depok",2025-04-27T14:33:59.006484
jual rumah di the green bsd serpong,Rp 3.300.000.000,4,300,160,"The Green BSD Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:33:59.375281
termurah rumah petoji dibawah harga njop lokasi strategis,Rp 10.000.000.000,10,400,422,"Petojo, Jakarta Pusat",2025-04-27T14:33:59.692894
dijial murah 365jt rumah dekat pasar ujung berung kota madya bandung,Rp 365.000.000,3,65,60,"Komplek Gending Mas Ujung Berung, Bandung",2025-04-27T14:34:00.011669
perumahan bintaro,Rp 1.300.000.000,3,85,73,"Karet, Jakarta Selatan",2025-04-27T14:34:00.297595
"dijual rumah full furnish, tengah kota nganjuk, sangat terawat",Rp 650.000.000,3,100,136,"Perum Puri Mangundikaran B3/12 Nganjuk Nganjuk, Nganjuk",2025-04-27T14:34:00.506685
pejaten barat rumah siap huni dalam cluster dekat jalan raya z66,Rp 4.000.000.000,4,250,156,"Pejaten Barat Pejaten Barat, Jakarta Selatan",2025-04-27T14:34:00.759160
murah rumah rapi di wisma asri luas 84 siap huni dekat summarecon,Rp 680.000.000,3,84,84,"Bekasi Utara, Bekasi",2025-04-27T14:34:01.080863
termurah rumah baru siaphuni 5 meni ke lrt cibubur dan tol promo dp 0,Rp 1.450.000.000,3,130,92,"800 meter ke LRT Cibubur Cibubur, Jakarta Timur",2025-04-27T14:34:09.932488
rumah murah strategis di jakarta pusat kemayoran,Rp 630.000.000,2,46,24,"Kemayoran, Jakarta Pusat",2025-04-27T14:34:10.222341
rumah hitung tanah lok istimewa jarang ada di turangga buah batu,Rp 2.200.000.000,4,125,175,"Turangga Lengkong, Bandung",2025-04-27T14:34:10.517874
perumahan bintaro,Rp 1.300.000.000,3,85,73,"Karet, Jakarta Selatan",2025-04-27T14:34:10.781872
dijial murah 365jt rumah dekat pasar ujung berung kota madya bandung,Rp 365.000.000,3,65,60,"Komplek Gending Mas Ujung Berung, Bandung",2025-04-27T14:34:10.965140
"dijual rumah full furnish, tengah kota nganjuk, sangat terawat",Rp 650.000.000,3,100,136,"Perum Puri Mangundikaran B3/12 Nganjuk Nganjuk, Nganjuk",2025-04-27T14:34:11.065156
murah rumah rapi di wisma asri luas 84 siap huni dekat summarecon,Rp 680.000.000,3,84,84,"Bekasi Utara, Bekasi",2025-04-27T14:34:11.183094
rumah di komplek pancoran mas permai mampang depok dekat tol dan krl,Rp 1.290.000.000,3,95,84,"Jl. Kasturi Raya, Mampang, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16433 Pancoran Mas, Depok",2025-04-27T14:34:11.281470
rumah asri di kemanggisan dekat binus,Rp 18.000.000.000,8,620,818,"Jl. Gili Sampeng Taman Mutiara Prima Kebon Jeruk, Jakarta Barat",2025-04-27T14:34:11.381213
dijual rumah 2 lantai bekasi kota di perumahan bintang metropole,Rp 1.300.000.000,4,80,115,"Perumahan Bintang Metropol Bekasi Utara, Bekasi",2025-04-27T14:34:11.497398
rumah cantik semi furnish di jajar solo dekat rs jih (tf),Rp 1.300.000.000,3,200,96,"Jajar, Solo",2025-04-27T14:34:11.605792
rumah termurah di depok akses dekat dengan stasiun depok,Rp 450.000.000,2,36,58,"jl kalibaru cilodong kota depok Cilodong, Depok",2025-04-27T14:34:11.729694
for sale luxury villa at jimbaran bali,Rp 3.800.000.000,3,140,200,"Jimbaran, Badung",2025-04-27T14:34:11.906988
jual bu rumah di bumi pusaka cinere,Rp 20.000.000.000,7,300,793,"Bumi Pusaka Cinere, Jl. Pusaka 8 Cinere, Depok",2025-04-27T14:34:12.155808
1m an‼️rumah hook mulyosari surabaya,Rp 1.300.000.000,3,112,79,"Mulyorejo, Surabaya",2025-04-27T14:34:12.420190
"abdi gunsa estate, oasis di jakarta pusat, 15 menit ke monas",Rp 1.274.000.000,3,90,25,"Jl. Gunung Sahari X nomor 17, RT.002/RW.03, Kel. Gunung Sahari Utara, Kec. Sawah Besar, Jakarta Pusat Gunung Sahari, Jakarta Pusat",2025-04-27T14:34:12.656617
rumah mewah citra lake villa di citra garden 6 jakarta barat,Rp 13.000.000.000,4,336,153,"Jalan Citra Garden City 6, Tegal Alur Kel., Kali Deres, Jakarta Barat, 11820, Indonesia Kalideres, Jakarta Barat",2025-04-27T14:34:12.931407
di jual rumah termurah baru di jakarta pusat sumur batu kemayoran,Rp 980.000.000,2,56,31,"Sumur Batu, Jakarta Pusat",2025-04-27T14:34:13.222555
"1unit furnished di primrose condovilla summarecon bekasi, dijual murah",Rp 2.500.000.000,4,90,90,"Bekasi Barat Summarecon Bekasi, Bekasi",2025-04-27T14:34:13.641300
"dijual cepat! rumah mewah 2,5 lantai di vgi – harga turun!",Rp 8.500.000.000,5,350,198,"Kelapa Gading, Jakarta Utara",2025-04-27T14:34:13.906922
jual di versailles residence bsd serpong tangerang selatan,Rp 5.150.000.000,5,300,200,"Versailles Residence BSD Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:34:14.161808
"dijual 3 rumah baru gress di jl. modern tengah, wonorejo, surabaya",Rp 700.000.000,3,55,40,"Bumi Wonorejo Asri B1 No.84, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60296 Wonorejo, Surabaya",2025-04-27T14:34:14.442154
"rumah 2,5 lt, revisi harga, hoek, di dalam komplek perumahan, depok",Rp 5.400.000.000,5,400,512,"Pancoran Mas, Depok",2025-04-27T14:34:14.735495
super murahhot dealjual cepat rumah cantik di komplek jatihandap,Rp 680.000.000,5,126,84,"Jatihandap, Bandung",2025-04-27T14:34:15.008234
royal residence. hook. siap huni. murah,Rp 2.950.000.000,3,150,200,"Wiyung, Surabaya",2025-04-27T14:34:15.314445
rumah strategis akses dekat gerbang tol serpong 2 sudah renov j-20856,Rp 1.366.000.000,3,117,94,"Serpong, Tangerang Selatan",2025-04-27T14:34:15.603589
budijual cepat rumah komplek di jatihandap cicaheum kota bandung,Rp 650.000.000,3,51,90,"Jatihandap Jatihandap, Bandung",2025-04-27T14:34:15.895971
"5 menit ke ltr ciracas, full bata merah, aman nyaman asri",Rp 895.000.000,3,64,40,"Ciracas Jl Manunggal Ciracas, Jakarta Timur",2025-04-27T14:34:16.153432
hunian muslim shm bebas banjir 6 menit ke tol fasilitas lengkap,Rp 595.000.000,2,44,60,"Cileungsi Limus Nunggal Cileungsi, Bogor",2025-04-27T14:34:16.436615
"pemilik langsung - rumah grand island, pakuwon city",Rp 2.550.000.000,3,98,72,"Grand Island, Suvadiva, Pakuwon City Mulyorejo, Surabaya",2025-04-27T14:34:16.718655
jual di versailles residence bsd serpong tangerang selatan,Rp 5.150.000.000,5,300,200,"Versailles Residence BSD Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:34:25.981508
"1unit furnished di primrose condovilla summarecon bekasi, dijual murah",Rp 2.500.000.000,4,90,90,"Bekasi Barat Summarecon Bekasi, Bekasi",2025-04-27T14:34:26.264080
rumah mewah dijual harga njop di salemba raya,Rp 23.000.000.000,5,650,826,"Senen, Jakarta Pusat",2025-04-27T14:34:26.532708
jual perumahan baru di bogor,Rp 200.000.000,2,36,60,"Parung Panjang, Bogor",2025-04-27T14:34:26.796897
rumah modern angsuran murah akses dekat stasiun free biaya,Rp 550.000.000,3,53,90,"Jalan stasiun citayam Citayam, Depok",2025-04-27T14:34:26.996982
cluster louise di symphonia serpong tahap 2 tipe 10,Rp 4.700.000.000,5,184,150,"BSD City Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:34:27.146359
villa private pool tropical garden style area kampus kota yogyakarta,Rp 770.000.000,1,78,83,"Condong Catur, Condong Catur Kel., Depok, Sleman, 55598, Indonesia Depok, Sleman",2025-04-27T14:34:27.299702
for sale ocean view villa pecatu ungasan jimbaran bali,Rp 2.800.000.000,3,120,125,"Jalan N Kahuripan, Ungasan Kel., Kuta Selatan, Badung, 80363, Indonesia Ungasan, Badung",2025-04-27T14:34:27.487565
termurah! rumah 2 lantai dan rooftop nempel jakarta timur dan lrt,Rp 1.043.500.000,3,100,72,"Jalan Sumur Bandung, Cimanggis, Depok, Indonesia Harjamukti, Depok",2025-04-27T14:34:27.790178
termurah rumah 2 lantai klasik nempel lrt dan tol di cibubur depok,Rp 1.400.000.000,3,130,100,"Jalan Tumaritis, Harjamukti Kel., Cimanggis, Depok, 16454, Indonesia Harjamukti, Depok",2025-04-27T14:34:28.070076
rumah siap huni 5 menit ke gdc 10 menit stasiun depok dp 0 free biaya,Rp 885.000.000,3,66,72,"Grand Depok City Cilodong, Depok",2025-04-27T14:34:28.377283
rumah murah 3 lantai dekat jakarta selatan,Rp 2.200.000.000,4,186,108,"Kebayoran Lama, Jakarta Selatan",2025-04-27T14:34:28.673668
rumah mewah 4 lantai dekat ke kuningan pasar minggu jakarta selatan,Rp 5.272.740.000,6,280,113,"Jl. Universitas Nasional Pasar Minggu, Jakarta Selatan",2025-04-27T14:34:28.981218
jual cepat tp perantara citra gran cibubur dkt raffles,Rp 2.350.000.000,5,170,150,"Cibubur, Jakarta Timur",2025-04-27T14:34:29.282348
dijual rumah mewah 2 lantai de latinos bsd 5 menit ke akses toll & krl,Rp 2.200.000.000,3,90,112,Tangerang Selatan,2025-04-27T14:34:29.559186
"the armont residence, rumah mewah full marmer depan mall eastvara bsd",Rp 5.340.000.000,4,232,120,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:34:29.858721
rumah murah bintaro lestari siap huni,Rp 1.300.000.000,3,90,73,"Bintaro, Tangerang Selatan",2025-04-27T14:34:30.159763
dijual rumah hook siap huni furnished nego sampe deal,Rp 3.790.000.000,5,300,261,"Legenda Wisata Cibubur Cibubur, Jakarta Timur",2025-04-27T14:34:30.493334
"rumah fully furnished 3 lt cluster elit pesona bali city view, gerlong",Rp 1.325.000.000,5,170,127,"Gegerkalong Cidadap, Bandung",2025-04-27T14:34:30.767319
dijual rumah baru full furnish di dalam cluster citragrand cibubur cbd,Rp 2.600.000.000,3,90,112,"Jalan Alternatif Cibubur, Jatisampurna, Bekasi Kota, Indonesia Jatikarya, Bekasi",2025-04-27T14:34:31.037135
termurah! rumah 2 lantai lokasi strategis di pusat kota depok,Rp 375.000.000,2,45,45,"Jalan Paraji, Kalibaru Kel., Cilodong, Depok, 16473, Indonesia Cilodong, Depok",2025-04-27T14:34:31.325130
over 45 juta perumahan pinggir jalan raya,Rp 428.000.000,2,36,72,"Perbatasan Rajeg Pasarkemis Jalan Raya Pasarkemis Rajeg, Tangerang",2025-04-27T14:34:31.630552
ready stock dan siap akad rumah nempel gdc depok didalam perumahan,Rp 675.000.000,2,50,84,"Jalan Arido, Jatimulya Kel., Cilodong, Depok, 16472, Indonesia Cibinong, Bogor",2025-04-27T14:34:31.922702
dijual rumah strategis beserta perabotannya de botanica bogor,Rp 3.800.000.000,2,270,231,"perumahan de botanica bogor utara 16155 blok R no 12 - 12A cimahpar bogor utara 16155 Bogor Utara - Kota, Bogor",2025-04-27T14:34:32.225551
"dijual villa modern di komplek aman imam bonjol, dekat area kuta",Rp 9.500.000.000,4,368,489,"Denpasar Barat, Denpasar",2025-04-27T14:34:32.525527
ready stock dan termurah rumah 1 lantai di cilodong depok,Rp 450.000.000,2,36,66,"Jalan Haji Abdul Gani 1, Kalibaru Kel., Cilodong, Depok, 16473, Indonesia Cilodong, Depok",2025-04-27T14:34:32.841132
siap akad rumah 2 lantai konsep scandinavian di pinggir jalan citayam,Rp 375.000.000,2,40,70,"Jalan Puri Bukit Depok, Bogor Kabupaten, Indonesia Bojonggede, Bogor",2025-04-27T14:34:33.097519
di jual vila murah shm semi santorini di nusadua bali,Rp 1.750.000.000,2,60,120,"Nusa dua Nusa Dua, Badung",2025-04-27T14:34:33.398836
siap akad dan ready stock hunian 1 lantai di dalam perumahan 300 unit,Rp 675.000.000,2,50,84,"Jalan Kampung Sawah, Depok, 16472, Indonesia Cilodong, Depok",2025-04-27T14:34:33.727774
di jual villa cluster santorini di pecatu bali dekat jalan utama,Rp 1.875.000.000,2,70,116,"Pecatu Pecatu, Badung",2025-04-27T14:34:34.042582
rumah mewah lux baru 2 lt bonus furnish dekat uns & rs muwardi solo,Rp 2.900.000.000,5,300,215,"Jebres, Solo",2025-04-27T14:34:42.513635
rumah mewah lux baru 1 lt di sumber dekat. manahan solo,Rp 3.150.000.000,5,240,261,"Banjarsari, Solo",2025-04-27T14:34:42.788625
di jual villa cluster santorini di pecatu bali dekat jalan utama,Rp 1.875.000.000,2,70,116,"Pecatu Pecatu, Badung",2025-04-27T14:34:43.078011
dijual rumah citraland surabaya konsep villa pool promo tanpa dp,Rp 3.374.551.460,4,217,170,"Pradakalikendal, Surabaya",2025-04-27T14:34:43.346713
dijual rumah hoek full furnished siap huni,Rp 3.800.000.000,5,300,261,"Legenda Wisata Cibubur Bogor Timur - Kota, Bogor",2025-04-27T14:34:43.568288
for sale villa santorini style kampial nusadua bali,Rp 1.700.000.000,2,60,120,"Gang Kedaung, Benoa Kel., Kuta Selatan, Badung, 80363, Indonesia Nusa Dua, Badung",2025-04-27T14:34:43.694194
kos kosan kedoya,Rp 4.950.000.000,23,413,207,"Kebon Jeruk, Jakarta Barat",2025-04-27T14:34:43.827173
a luxurious sanctuary on the bukit,Rp 18.500.000.000,4,900,740,"Bukit Jimbaran, Badung",2025-04-27T14:34:43.923097
jual kos kost kosan kostan 40 kamar di cengkareng jakarta barat,Rp 6.900.000.000,40,485,101,"Slipi, Jakarta Barat",2025-04-27T14:34:44.164921
rumah mewah 2 lt nyaman akses lebar banjarsari solo,Rp 2.700.000.000,5,250,150,"Banjarsari, Solo",2025-04-27T14:34:44.423722
rumah dijual rumah mewah di jogja harga nego,Rp 3.100.000.000,4,145,187,"Umbulharjo, Yogyakarta",2025-04-27T14:34:44.731586
jual kos kost kosan kostan 24 kamar di kota tangerang omset 60 juta up,Rp 8.500.000.000,24,580,361,"Karawaci, Tangerang",2025-04-27T14:34:45.028993
dijual rumah 17x17 harga tanah aja dkt mkg bebas banjir di kelapa nias,Rp 6.500.000.000,6,385,289,"Pegangsaan Dua, Jakarta Utara",2025-04-27T14:34:45.346133
dijual rumah asri - hoek di cinere 2 lantai,Rp 4.300.000.000,4,500,370,"Jl Ikan Karper , Cinere Cinere, Depok",2025-04-27T14:34:45.640242
rumah baru modern nuansa pedesaan teluk purwokerto,Rp 890.000.000,2,95,218,"Purwokerto Selatan, Banyumas",2025-04-27T14:34:45.945787
"dijual cepat rumah siap huni, lokasi strategis di cilodong depok",Rp 1.600.000.000,4,200,281,"Cilodong, Depok",2025-04-27T14:34:46.254939
di jual rumah ready stok siap huni,Rp 710.000.000,2,43,94.5,"Cibiru, Bandung",2025-04-27T14:34:46.541776
dijual rumah mewah pondok indah jakarta selatan,Rp 25.000.000.000,5,654,489,"Kebayoran Lama, Jakarta Selatan",2025-04-27T14:34:46.849690
10457 - rumah mewah brand new dg swimming pool cluster premium,Rp 10.500.000.000,4,350,272,Tangerang Selatan,2025-04-27T14:34:47.108200
rumah sudah renovasi 15 menit ke stasiun tangerang siap huni j-19168,Rp 1.081.000.000,2,51,84,"Gading Serpong, Tangerang",2025-04-27T14:34:47.539872
"termurah rumah dekat kuliner, kampus & sekolah di summarecon serpong",Rp 3.500.000.000,4,150,121.5,"Gading Serpong, Tangerang",2025-04-27T14:34:47.867897
termurah dikelasnya rumah siap huni di vanya park,Rp 1.750.000.000,2,70,84,"VANYA PARK - BSD CITY, Jl. BSD Raya Pusat, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Pagedangan, Tangerang",2025-04-27T14:34:48.126281
"dijual rumah full renovasi , di primavera residence cileungsi",Rp 325.000.000,2,108,108,"Primavera Residence Blok F2 No.1 Desa Bojong, Kecamatan Klapanunggal, Cileungsi, Kabupaten Bogor, Jawa Barat. Cileungsi, Bogor",2025-04-27T14:34:48.428419
villa mewah ada kolam renang selangkah ke wisata bisa parkir 9 mobil,Rp 2.500.000.000,5,162,228,"Bumiaji, Batu",2025-04-27T14:34:48.720457
sayana bogor nirwana residence tipe sadhana,Rp 2.107.669.826,3,108,120,"Jl. Bogor Nirwana Residence, Mulya Harja, Bogor",2025-04-27T14:34:48.948640
rumah exclusive fasilitas smart home dan cctv bonus kanopi cantik,Rp 359.000.000,3,40,60,"JL CIKARAGEMAN RAYA HARVEST CITY Cileungsi, Bogor",2025-04-27T14:34:49.063833
rumah murah luas 202 m2 area perumahan bumi palapa suhat,Rp 1.500.000.000,4,180,202,"Perumahan Bumi Palapa Suhat Lowokwaru, Malang",2025-04-27T14:34:49.175559
"rumah strategis dekat 3 tol & stasiun! cuma 1,4km ke tol gunung putri.",Rp 662.000.000,2,50,62,"Gunung Putri Gunung Putri, Bogor",2025-04-27T14:34:49.346799
rumah baru citraland dekat gwalk minimalis spek premium bgs,Rp 7.000.000.000,5,450,210,"Citraland, Surabaya",2025-04-27T14:34:49.708335
rumah mewah dengan taman luas di taman permata lippo karawaci,Rp 17.000.000.000,4,800,3050,"Jalan Permata Sakti I, Tangerang Kabupaten 15814, Indonesia Karawaci Baru, Tangerang",2025-04-27T14:34:50.014004
rumah baru di aristoteles gading serpong,Rp 9.800.000.000,5,550,250,"Gading Serpong, Tangerang",2025-04-27T14:35:00.659149
rumah bagus siap huni di gading kirana - kelapa gading jakarta utara,Rp 6.800.000.000,3,216,187,"Kelapa Gading, Jakarta Utara",2025-04-27T14:35:00.839811
promo dijual cepat rumah baru di tanjung duren jakarta barat,Rp 2.350.000.000,1,56,56,"Tanjung Duren, Jakarta Barat",2025-04-27T14:35:00.968370
perumahan pringapus dp 5 juta,Rp 285.000.000,2,36,83,"Derekan Pringapus, Semarang",2025-04-27T14:35:01.077310
arbora (1 lantai) + semi furnished,Rp 640.000.000,2,31,50,"Jl. Kp. Kandang, Jatake, Pagedangan, Tangerang",2025-04-27T14:35:01.325544
sapta villa tipe palmar 36/65,Rp 712.000.000,2,36,65,"Jl. Sirojul Munir, Tengah, Kec. Cibinong, Kabupaten Bogor, Jawa Barat 16912 Cibinong, Bogor",2025-04-27T14:35:01.559144
azalea (1 lantai),Rp 722.597.603,2,36,60,"Jl. Kp. Kandang, Jatake, Pagedangan, Tangerang",2025-04-27T14:35:01.658651
tipe gamma 87/84,Rp 1.730.000.000,3,82,84,"Jl. HR. Rasuna Said, Kunciran Jaya Pinang, Tangerang",2025-04-27T14:35:01.786913
cluster mandapa tipe premium,Rp 1.199.545.455,3,58,78,"Jl. Raya Pisangan, Satriamekar Tambun Utara, Bekasi",2025-04-27T14:35:01.910906
newton tipe 52/72,Rp 1.089.000.000,2,52,75,"Jl. Inpres, Benda Baru, Pamulang, Tangerang Selatan",2025-04-27T14:35:02.171430
cluster sadyagriya at podomoro park bandung,Rp 1.600.000.000,2,73,90,"Terusan Buah Batu, Buahbatu, Bandung",2025-04-27T14:35:02.477158
tipe beta 74/66,Rp 1.419.000.000,3,74,66,"Jl. HR. Rasuna Said, Kunciran Jaya Pinang, Tangerang",2025-04-27T14:35:02.786139
puri 11 heritage tipe the 7 plus corner,Rp 4.699.305.295,4,184,124,"Jl. Sandong No.31, RT.004/RW.001, Pd. Pucung, Karang Tengah, Tangerang",2025-04-27T14:35:03.095070
cluster mandapa premium hook,Rp 1.629.443.698,3,58,124,"Jl. Raya Pisangan, Satriamekar, Tambun Utara, Bekasi",2025-04-27T14:35:03.403959
"dijual rumah siap huni! bukit golf arcadia – cibubur,cimanggis depok",Rp 850.000.000,3,100,112,"Cimanggis Cimanggis, Depok",2025-04-27T14:35:03.707672
villa view keren kota batu+ kolam renang,Rp 1.160.000.000,3,100,78,"Oro-oro Ombo, Batu",2025-04-27T14:35:04.020653
southcity fortunia cove tipe c,Rp 1.601.801.040,3,61,71,"Jl. Raya SouthCity Utara, Lot 5 No. 12, Pondok Cabe, Tangerang Selatan",2025-04-27T14:35:04.326560
southcity fortunia cove tipe a (c),Rp 2.688.575.400,3,101,112,"Jl. Raya SouthCity Utara, Lot 5 No. 12, Pondok Cabe, Tangerang Selatan",2025-04-27T14:35:04.626327
discovery luas 150 harga terbaik bintaro sektor 9 harga nego,Rp 4.500.000.000,4,180,150,"Bintaro, Tangerang Selatan",2025-04-27T14:35:04.935153
jual kos kost kosan kostan 16 kamar di pondok cina beji kota depok,Rp 4.500.000.000,16,300,250,"Beji, Depok",2025-04-27T14:35:05.236894
"rumah mewah di cluster lyndon navapark bsd, view danau, private lift",Rp 39.900.000.000,5,800,665,"Cluster Lyndon Navapark BSD Lengkong Kulon, Tangerang",2025-04-27T14:35:05.568728
langka rumah mewah ada kolam renang cluster lakewood nava park,Rp 16.000.000.000,4,500,300,"Nava Park Pagedangan, Tangerang",2025-04-27T14:35:05.862806
dijual rumah 2 lantai lokasi strategis siap huni di bintaro,Rp 8.025.000.000,4,266,874,"Bintaro, Jakarta Selatan",2025-04-27T14:35:06.160369
rumah murah lt100 2lantai jarang ada 500 jutaan ciganitri,Rp 575.000.000,4,150,100,"Ciwastra, Bandung",2025-04-27T14:35:06.472779
jual rumah baru griya loka bsd city,Rp 2.000.000.000,3,120,87,"Griya Loka BSD Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:35:06.677330
rumah mewah shm di pusat bisnis dan jalan raya di tebet,Rp 12.300.000.000,4,210,352,"Tebet Tebet, Jakarta Selatan",2025-04-27T14:35:06.790784
"no pressure, just rumah baru! dp suka-suka di bogor, let's go!",Rp 1.150.000.000,4,91,89,"Tanah Sareal, Bogor",2025-04-27T14:35:06.887820
jual villa baru di padang sambian denpasar barat,Rp 1.800.000.000,3,120,72,"Padangsambian Kaja, Denpasar",2025-04-27T14:35:06.999260
new leonora symphonia summarecon serpong super strategis murah banget,Rp 1.900.000.000,3,125,72,"Gading Serpong, Tangerang",2025-04-27T14:35:07.110505
di jual rumah tinggal siap huni coco garden residence bebas banjir,Rp 265.000.000,2,45,84,"Perumahan Coco Garden Residence, Cluster Berlina, Blok J.06 N0.22 Ds.Klapanunggal, Kec. Klapanunggal,Kab.Bogor, Jawa barat Klapanunggal, Bogor",2025-04-27T14:35:07.227371
di jual rumah tinggal siap huni,Rp 265.000.000,2,70,84,"Jalan Desa Klapanunggal, Bogor Kabupaten, Indonesia Bogor",2025-04-27T14:35:16.556872
jagakarsa signature tipe 267,Rp 4.180.000.000,4,267,128,"Jl. Raya Jagakarsa No.38, Jagakarsa, Jagakarsa, Jakarta Selatan",2025-04-27T14:35:16.845132
dijual rumah cluster di dekat serpong - bsd city,Rp 1.423.500.000,3,57,72,"Ciater Serpong, Tangerang Selatan",2025-04-27T14:35:17.139743
jual rumah baru di citra 2,Rp 2.650.000.000,3,129,90,"Citra 2 Kalideres, Jakarta Barat",2025-04-27T14:35:17.359390
rumah baru 2 unit 2 lantai modern kontemporer di pamulang,Rp 1.550.000.000,4,125,96,"Pamulang, Tangerang Selatan",2025-04-27T14:35:17.490048
rumah nyaman 2 lantai strategis di vila bogor indah 5 - bogor utara,Rp 1.050.000.000,4,160,90,"Ciparigi, Bogor",2025-04-27T14:35:17.606137
rumah mewah 2 lantai di bbm sukmajaya depok,Rp 1.350.000.000,3,100,109,"Sukmajaya, Depok",2025-04-27T14:35:17.723291
dijual cepat rumah hook siap huni – harga di bawah pasaran di depok,Rp 1.200.000.000,2,110,47,"Pancoran Mas, Depok",2025-04-27T14:35:17.862890
"gaya klasik,lokasi strategis,bonus sadis!townhouse impian di gn.putri",Rp 642.000.000,2,45,62,"Klasika Townhouse | Part Borjuis Land Gunung Putri, Bogor",2025-04-27T14:35:17.970991
kos ready kamar 14 km 14 sangat dekat kampus unmuh di tirto,Rp 1.900.000.000,10,220,120,"Lowokwaru, Malang",2025-04-27T14:35:18.068568
di jual ruko strategis buat buka usaha,Rp 450.000.000,2,70,60,"Cinunuk, Bandung",2025-04-27T14:35:18.183807
rumah murah cuma bayar 20 juta,Rp 1.390.000.000,3,89,66,"Bumi Serpong Damai, Tangerang Selatan",2025-04-27T14:35:18.295885
cluster mandapa premium garden,Rp 1.211.019.293,3,58,78,"Jl. Raya Pisangan, Satriamekar, Tambun Utara, Bekasi",2025-04-27T14:35:18.385758
vicente at klasika grand wisata tipe 7,Rp 2.149.208.640,3,106,91,"Jl. Celebration Boulevard, Lambangjaya, Tambun Selatan, Bekasi",2025-04-27T14:35:18.509775
